id;modified;language;license;collectionCode;basisOfRecord;dynamicProperties;occurrenceID;organismQuantity;organismQuantityType;minimumDepthInMeters;maximumDepthInMeters;decimalLatitude;decimalLongitude;footprintWKT;scientificNameID;scientificName;kingdom;phylum;class;order;family;genus;specificEpithet;scientificNameAuthorship;vernacularName
2438_MISTA_Antarctic_Phipoda:0087;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bentho Pelagic Net (PS)};2438_MISTA_Antarctic_Phipoda:0087;1;individual count;798;810;-74.6166687;-29.68333244;POINT(-29.6833324432373 -74.6166687011719);urn:lsid:marinespecies.org:taxname:236922;Abyssorchomene rossi;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Abyssorchomene;rossi;Walker;Abyssorchomene rossi
2438_MISTA_Antarctic_Phipoda:0088;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bentho Pelagic Net (PS)};2438_MISTA_Antarctic_Phipoda:0088;1;individual count;484;509;-74.66666412;-29.61666679;POINT(-29.6166667938232 -74.6666641235352);urn:lsid:marinespecies.org:taxname:236922;Abyssorchomene rossi;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Abyssorchomene;rossi;Walker;Abyssorchomene rossi
2438_MISTA_Antarctic_Phipoda:0089;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bentho Pelagic Net (PS)};2438_MISTA_Antarctic_Phipoda:0089;1;individual count;666;690;-74.66666412;-29.45000076;POINT(-29.4500007629395 -74.6666641235352);urn:lsid:marinespecies.org:taxname:236922;Abyssorchomene rossi;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Abyssorchomene;rossi;Walker;Abyssorchomene rossi
2438_MISTA_Antarctic_Phipoda:0090;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Rectangular Midwater Trawl (PS)};2438_MISTA_Antarctic_Phipoda:0090;1;individual count;50;200;-75.95111084;-28.70000076;LINESTRING(-28.7000007629395 -75.9511108398438, -28.7000007629395 -75.9511108398438);urn:lsid:marinespecies.org:taxname:236922;Abyssorchomene rossi;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Abyssorchomene;rossi;Walker;Abyssorchomene rossi
2438_MISTA_Antarctic_Phipoda:0091;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bentho Pelagic Net (PS)};2438_MISTA_Antarctic_Phipoda:0091;1;individual count;457;463;-75.1333313;-27.98333359;POINT(-27.9833335876465 -75.1333312988281);urn:lsid:marinespecies.org:taxname:236922;Abyssorchomene rossi;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Abyssorchomene;rossi;Walker;Abyssorchomene rossi
2438_MISTA_Antarctic_Phipoda:0092;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bentho Pelagic Net (PS)};2438_MISTA_Antarctic_Phipoda:0092;1;individual count;382;399;-75.18333435;-27.61666679;POINT(-27.6166667938232 -75.1833343505859);urn:lsid:marinespecies.org:taxname:236922;Abyssorchomene rossi;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Abyssorchomene;rossi;Walker;Abyssorchomene rossi
2438_MISTA_Antarctic_Phipoda:0093;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Rectangular Midwater Trawl (PS)};2438_MISTA_Antarctic_Phipoda:0093;1;individual count;0;50;-75.51888657;-27.25166702;LINESTRING(-27.2516670227051 -75.6022186279297, -27.2516670227051 -75.4355545043945);urn:lsid:marinespecies.org:taxname:236922;Abyssorchomene rossi;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Abyssorchomene;rossi;Walker;Abyssorchomene rossi
2438_MISTA_Antarctic_Phipoda:0094;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0094;1;individual count;309;289;-57.6768055;-26.42527771;LINESTRING(-26.418888092041 -57.6758346557617, -26.4316673278809 -57.6777763366699);urn:lsid:marinespecies.org:taxname:236922;Abyssorchomene rossi;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Abyssorchomene;rossi;Walker;Abyssorchomene rossi
2438_MISTA_Antarctic_Phipoda:0095;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Baited trap (PS)};2438_MISTA_Antarctic_Phipoda:0095;1;individual count;269;278;-57.68402863;-26.40472221;LINESTRING(-26.4077777862549 -57.6836128234863, -26.4016666412354 -57.6844444274902);urn:lsid:marinespecies.org:taxname:236922;Abyssorchomene rossi;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Abyssorchomene;rossi;Walker;Abyssorchomene rossi
2438_MISTA_Antarctic_Phipoda:0096;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Rectangular Midwater Trawl (PS)};2438_MISTA_Antarctic_Phipoda:0096;1;individual count;0;48;-75.15222168;-24.68555641;LINESTRING(-24.6855564117432 -75.1522216796875, -24.6855564117432 -75.1522216796875);urn:lsid:marinespecies.org:taxname:236922;Abyssorchomene rossi;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Abyssorchomene;rossi;Walker;Abyssorchomene rossi
2438_MISTA_Antarctic_Phipoda:0097;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Rectangular Midwater Trawl (PS)};2438_MISTA_Antarctic_Phipoda:0097;1;individual count;98;197;-74.1847229;-24.60027695;LINESTRING(-24.6002769470215 -74.1847229003906, -24.6002769470215 -74.1847229003906);urn:lsid:marinespecies.org:taxname:236922;Abyssorchomene rossi;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Abyssorchomene;rossi;Walker;Abyssorchomene rossi
2438_MISTA_Antarctic_Phipoda:0098;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Rectangular Midwater Trawl (PS)};2438_MISTA_Antarctic_Phipoda:0098;1;individual count;74;198;-74.18416595;-24.58472252;LINESTRING(-24.5847225189209 -74.1841659545898, -24.5847225189209 -74.1841659545898);urn:lsid:marinespecies.org:taxname:236922;Abyssorchomene rossi;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Abyssorchomene;rossi;Walker;Abyssorchomene rossi
2438_MISTA_Antarctic_Phipoda:0099;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Rectangular Midwater Trawl (PS)};2438_MISTA_Antarctic_Phipoda:0099;1;individual count;198;327;-74.18416595;-24.58472252;LINESTRING(-24.5847225189209 -74.1841659545898, -24.5847225189209 -74.1841659545898);urn:lsid:marinespecies.org:taxname:236922;Abyssorchomene rossi;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Abyssorchomene;rossi;Walker;Abyssorchomene rossi
2438_MISTA_Antarctic_Phipoda:0100;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Rectangular Midwater Trawl (PS)};2438_MISTA_Antarctic_Phipoda:0100;1;individual count;199;305;-74.13444519;-24.40138817;LINESTRING(-24.401388168335 -74.1344451904297, -24.401388168335 -74.1344451904297);urn:lsid:marinespecies.org:taxname:236922;Abyssorchomene rossi;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Abyssorchomene;rossi;Walker;Abyssorchomene rossi
2438_MISTA_Antarctic_Phipoda:0101;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Rectangular Midwater Trawl (PS)};2438_MISTA_Antarctic_Phipoda:0101;1;individual count;100;199;-74.13444519;-24.40138817;LINESTRING(-24.401388168335 -74.1344451904297, -24.401388168335 -74.1344451904297);urn:lsid:marinespecies.org:taxname:236922;Abyssorchomene rossi;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Abyssorchomene;rossi;Walker;Abyssorchomene rossi
2438_MISTA_Antarctic_Phipoda:0102;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Baited trap (PS)};2438_MISTA_Antarctic_Phipoda:0102;1;individual count;1453;1751;-72.81416321;-19.64083385;LINESTRING(-19.6100006103516 -72.8066635131836, -19.671667098999 -72.821662902832);urn:lsid:marinespecies.org:taxname:236922;Abyssorchomene rossi;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Abyssorchomene;rossi;Walker;Abyssorchomene rossi
2438_MISTA_Antarctic_Phipoda:0103;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Baited trap (PS)};2438_MISTA_Antarctic_Phipoda:0103;1;individual count;377;;-72.84666443;-19.25833321;LINESTRING(-19.2583332061768 -72.8466644287109, -19.2583332061768 -72.8466644287109);urn:lsid:marinespecies.org:taxname:236922;Abyssorchomene rossi;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Abyssorchomene;rossi;Walker;Abyssorchomene rossi
2438_MISTA_Antarctic_Phipoda:0104;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Rectangular Midwater Trawl (PS)};2438_MISTA_Antarctic_Phipoda:0104;1;individual count;0;130;-72.40194702;-16.35000038;LINESTRING(-16.3500003814697 -72.4019470214844, -16.3500003814697 -72.4019470214844);urn:lsid:marinespecies.org:taxname:236922;Abyssorchomene rossi;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Abyssorchomene;rossi;Walker;Abyssorchomene rossi
