"id","modified","language","license","collectionCode","basisOfRecord","dynamicProperties","occurrenceID","organismQuantity","organismQuantityType","minimumDepthInMeters","maximumDepthInMeters","decimalLatitude","decimalLongitude","footprintWKT","scientificNameID","scientificName","kingdom","phylum","class","order","family","genus","specificEpithet","scientificNameAuthorship","vernacularName","observation_type"
"2438_MISTA_Antarctic_Phipoda:0001","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0001",1,"individual count",164,164,-60.8942,-55.6286,"LINESTRING(-55.6527786254883 -60.9022216796875, -55.6044425964355 -60.8861122131348)","urn:lsid:marinespecies.org:taxname:101585","Abyssorchomene","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene",NA,"De Broyer","Abyssorchomene","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0003","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0003",1,"individual count",270,280,-75.2333,-26.9833,"POINT(-26.9833335876465 -75.2333297729492)","urn:lsid:marinespecies.org:taxname:101585","Abyssorchomene","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene",NA,"De Broyer","Abyssorchomene","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0004","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Trawl (diverse)}","2438_MISTA_Antarctic_Phipoda:0004",1,"individual count",240,NA,-70.3186,24.2099,"LINESTRING(24.2180557250977 -70.3191680908203, 24.2016658782959 -70.3180541992188)","urn:lsid:marinespecies.org:taxname:101585","Abyssorchomene","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene",NA,"De Broyer","Abyssorchomene","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0005","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Baited traps (diverse)}","2438_MISTA_Antarctic_Phipoda:0005",1,"individual count",55,NA,-49,69,"POINT(69 -49)","urn:lsid:marinespecies.org:taxname:101585","Abyssorchomene","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene",NA,"De Broyer","Abyssorchomene","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0009","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Fish stomach content}","2438_MISTA_Antarctic_Phipoda:0009",1,"individual count",25,NA,-53.6967,-36.9575,"LINESTRING(-37 -53.6966667175293, -36.9150009155273 -53.6966667175293)","urn:lsid:marinespecies.org:taxname:102492","Abyssorchomene abyssorum","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","abyssorum","Stebbing","Abyssorchomene abyssorum","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0010","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Russian Grab?}","2438_MISTA_Antarctic_Phipoda:0010",1,"individual count",1070,NA,-69.8,161.8167,"POINT(161.816665649414 -69.8000030517578)","urn:lsid:marinespecies.org:taxname:102492","Abyssorchomene abyssorum","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","abyssorum","Stebbing","Abyssorchomene abyssorum","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0011","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0011",1,"individual count",256,296,-61.7535,-57.9974,"LINESTRING(-58.0255546569824 -61.7480545043945, -57.969165802002 -61.7588882446289)","urn:lsid:marinespecies.org:taxname:237244","Abyssorchomene charcoti","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","charcoti","Chevreux","Abyssorchomene charcoti","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0013","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rauschert dredge}","2438_MISTA_Antarctic_Phipoda:0013",1,"individual count",379,NA,-73.6333,-22.1417,"POINT(-22.1416664123535 -73.6333312988281)","urn:lsid:marinespecies.org:taxname:237244","Abyssorchomene charcoti","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","charcoti","Chevreux","Abyssorchomene charcoti","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0014","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Fish trap (WED98)}","2438_MISTA_Antarctic_Phipoda:0014",1,"individual count",373,422,-70.8169,-10.6755,"LINESTRING(-10.6701669692993 -70.8198318481445, -10.6808004379272 -70.8140029907227)","urn:lsid:marinespecies.org:taxname:237244","Abyssorchomene charcoti","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","charcoti","Chevreux","Abyssorchomene charcoti","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0015","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bentho Pelagic Net (PS)}","2438_MISTA_Antarctic_Phipoda:0015",1,"individual count",798,810,-74.6167,-29.6833,"POINT(-29.6833324432373 -74.6166687011719)","urn:lsid:marinespecies.org:taxname:237162","Abyssorchomene nodimanus","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","nodimanus","Walker","Abyssorchomene nodimanus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0016","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bentho Pelagic Net (PS)}","2438_MISTA_Antarctic_Phipoda:0016",1,"individual count",457,463,-75.1333,-27.9833,"POINT(-27.9833335876465 -75.1333312988281)","urn:lsid:marinespecies.org:taxname:237162","Abyssorchomene nodimanus","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","nodimanus","Walker","Abyssorchomene nodimanus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0017","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Baited trap (PS)}","2438_MISTA_Antarctic_Phipoda:0017",1,"individual count",793,813,-73.5975,-22.3917,"LINESTRING(-22.3899993896484 -73.5950012207031, -22.3933334350586 -73.5999984741211)","urn:lsid:marinespecies.org:taxname:237162","Abyssorchomene nodimanus","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","nodimanus","Walker","Abyssorchomene nodimanus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0018","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0018",1,"individual count",303,330,-71.6667,-12.5833,"POINT(-12.5833330154419 -71.6666641235352)","urn:lsid:marinespecies.org:taxname:237162","Abyssorchomene nodimanus","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","nodimanus","Walker","Abyssorchomene nodimanus","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0019","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Baited trap (PS)}","2438_MISTA_Antarctic_Phipoda:0019",1,"individual count",169,171,-70.8167,-11.4025,"LINESTRING(-12.4033336639404 -71.3166656494141, -10.4016666412354 -70.3166656494141)","urn:lsid:marinespecies.org:taxname:237162","Abyssorchomene nodimanus","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","nodimanus","Walker","Abyssorchomene nodimanus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0020","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Baited trap (PS)}","2438_MISTA_Antarctic_Phipoda:0020",1,"individual count",236,NA,-71.6667,-12.0667,"POINT(-12.0666666030884 -71.6666641235352)","urn:lsid:marinespecies.org:taxname:237162","Abyssorchomene nodimanus","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","nodimanus","Walker","Abyssorchomene nodimanus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0021","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Baited trap (PS)}","2438_MISTA_Antarctic_Phipoda:0021",1,"individual count",550,552,-70.4558,-7.9367,"LINESTRING(-7.9316668510437 -70.4566650390625, -7.94166660308838 -70.4550018310547)","urn:lsid:marinespecies.org:taxname:237162","Abyssorchomene nodimanus","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","nodimanus","Walker","Abyssorchomene nodimanus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0022","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Baited trap (PS)}","2438_MISTA_Antarctic_Phipoda:0022",1,"individual count",407,414,-62.1883,-58.3367,"LINESTRING(-58.3366661071777 -62.1883316040039, -58.3366661071777 -62.1883316040039)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0023","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Baited trap (PS)}","2438_MISTA_Antarctic_Phipoda:0023",1,"individual count",792,798,-62.2767,-58.2583,"LINESTRING(-58.2633323669434 -62.276668548584, -58.2533340454102 -62.276668548584)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0027","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Baited trap (PS)}","2438_MISTA_Antarctic_Phipoda:0027",1,"individual count",293,301,-53.3999,-42.665,"LINESTRING(-42.6680564880371 -53.4013900756836, -42.6619453430176 -53.3983345031738)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0028","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0028",1,"individual count",0,205,-77.335,-41.6336,"LINESTRING(-41.6336097717285 -77.3349990844727, -41.6336097717285 -77.3349990844727)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0029","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0029",1,"individual count",48,197,-77.2503,-41.5522,"LINESTRING(-41.5522232055664 -77.2502746582031, -41.5522232055664 -77.2502746582031)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0030","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0030",1,"individual count",197,300,-77.2503,-41.5522,"LINESTRING(-41.5522232055664 -77.2502746582031, -41.5522232055664 -77.2502746582031)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0031","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0031",1,"individual count",0,350,-77.4686,-41.3167,"LINESTRING(-41.3166656494141 -77.4686126708984, -41.3166656494141 -77.4686126708984)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0032","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0032",1,"individual count",195,265,-77.2181,-41.0833,"LINESTRING(-41.0833320617676 -77.2180557250977, -41.0833320617676 -77.2180557250977)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0033","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0033",1,"individual count",54,198,-77.3514,-40.885,"LINESTRING(-40.8849983215332 -77.3513870239258, -40.8849983215332 -77.3513870239258)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0034","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0034",1,"individual count",198,303,-77.3514,-40.885,"LINESTRING(-40.8849983215332 -77.3513870239258, -40.8849983215332 -77.3513870239258)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0035","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0035",1,"individual count",183,353,-77.635,-38.4167,"LINESTRING(-38.4166679382324 -77.6350021362305, -38.4166679382324 -77.6350021362305)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0036","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0036",1,"individual count",50,183,-77.635,-38.4167,"LINESTRING(-38.4166679382324 -77.6350021362305, -38.4166679382324 -77.6350021362305)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0037","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0037",1,"individual count",0,40,-77.285,-35.2186,"LINESTRING(-35.2186126708984 -77.2850036621094, -35.2186126708984 -77.2850036621094)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0038","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0038",1,"individual count",200,312,-77.285,-35.2186,"LINESTRING(-35.2186126708984 -77.2850036621094, -35.2186126708984 -77.2850036621094)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0039","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0039",1,"individual count",45,198,-76.5686,-30.7683,"LINESTRING(-30.7683334350586 -76.5686111450195, -30.7683334350586 -76.5686111450195)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0040","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0040",1,"individual count",198,278,-76.5686,-30.7683,"LINESTRING(-30.7683334350586 -76.5686111450195, -30.7683334350586 -76.5686111450195)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0041","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0041",1,"individual count",0,44,-75.5525,-30.6667,"LINESTRING(-30.6666660308838 -75.5524978637695, -30.6666660308838 -75.5524978637695)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0042","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0042",1,"individual count",198,305,-75.5525,-30.6667,"LINESTRING(-30.6666660308838 -75.5524978637695, -30.6666660308838 -75.5524978637695)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0043","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0043",1,"individual count",44,198,-75.5525,-30.6667,"LINESTRING(-30.6666660308838 -75.5524978637695, -30.6666660308838 -75.5524978637695)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0044","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0044",1,"individual count",300,NA,-74.6667,-29.6667,"POINT(-29.6666660308838 -74.6666641235352)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0045","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bentho Pelagic Net (PS)}","2438_MISTA_Antarctic_Phipoda:0045",1,"individual count",666,690,-74.6667,-29.45,"POINT(-29.4500007629395 -74.6666641235352)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0046","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0046",1,"individual count",0,50,-75.0011,-29.4358,"LINESTRING(-29.4358329772949 -75.0011138916016, -29.4358329772949 -75.0011138916016)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0047","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0047",1,"individual count",0,50,-75.9511,-28.7,"LINESTRING(-28.7000007629395 -75.9511108398438, -28.7000007629395 -75.9511108398438)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0048","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0048",1,"individual count",50,200,-75.9511,-28.7,"LINESTRING(-28.7000007629395 -75.9511108398438, -28.7000007629395 -75.9511108398438)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0049","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0049",1,"individual count",0,50,-75.5511,-28.0686,"LINESTRING(-28.0686111450195 -75.5511093139648, -28.0686111450195 -75.5511093139648)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0050","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0050",1,"individual count",0,50,-75.5189,-27.2517,"LINESTRING(-27.2516670227051 -75.6022186279297, -27.2516670227051 -75.4355545043945)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0051","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Baited trap (PS)}","2438_MISTA_Antarctic_Phipoda:0051",1,"individual count",500,NA,-75.25,-26.7,"POINT(-26.7000007629395 -75.25)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0052","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Baited trap (PS)}","2438_MISTA_Antarctic_Phipoda:0052",1,"individual count",269,278,-57.684,-26.4047,"LINESTRING(-26.4077777862549 -57.6836128234863, -26.4016666412354 -57.6844444274902)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0053","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0053",1,"individual count",0,74,-74.1842,-24.5847,"LINESTRING(-24.5847225189209 -74.1841659545898, -24.5847225189209 -74.1841659545898)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0054","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Baited trap (PS)}","2438_MISTA_Antarctic_Phipoda:0054",1,"individual count",396,399,-73.5992,-22.0058,"LINESTRING(-22.0083332061768 -73.5999984741211, -22.0033340454102 -73.5983352661133)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0055","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Baited trap (PS)}","2438_MISTA_Antarctic_Phipoda:0055",1,"individual count",377,NA,-72.8467,-19.2583,"LINESTRING(-19.2583332061768 -72.8466644287109, -19.2583332061768 -72.8466644287109)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0056","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0056",1,"individual count",672,677,-71.2,-13.4667,"POINT(-13.4666662216187 -71.1999969482422)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0057","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Baited trap (PS)}","2438_MISTA_Antarctic_Phipoda:0057",1,"individual count",550,552,-70.4558,-7.9367,"LINESTRING(-7.9316668510437 -70.4566650390625, -7.94166660308838 -70.4550018310547)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0061","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Autonomous Trap system}","2438_MISTA_Antarctic_Phipoda:0061",1,"individual count",260,NA,-62,69,"POINT(69 -62)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0062","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Autonomous Trap system}","2438_MISTA_Antarctic_Phipoda:0062",1,"individual count",120,NA,-62,69,"POINT(69 -62)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0063","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Autonomous Trap system}","2438_MISTA_Antarctic_Phipoda:0063",1,"individual count",90,NA,-62,69,"POINT(69 -62)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0064","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Polish trap (KGI)}","2438_MISTA_Antarctic_Phipoda:0064",1,"individual count",80,NA,-62,69,"POINT(69 -62)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
