"id","modified","language","license","collectionCode","basisOfRecord","dynamicProperties","occurrenceID","organismQuantity","organismQuantityType","minimumDepthInMeters","maximumDepthInMeters","decimalLatitude","decimalLongitude","footprintWKT","scientificNameID","scientificName","kingdom","phylum","class","order","family","genus","specificEpithet","scientificNameAuthorship","vernacularName","observation_type"
"2438_MISTA_Antarctic_Phipoda:0275","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Belgian Agassiz trawl (KGI)}","2438_MISTA_Antarctic_Phipoda:0275",1,"individual count",150,NA,-62,69,"POINT(69 -62)","urn:lsid:marinespecies.org:taxname:101445","Ampelisca","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca",NA,"Krøyer","Ampelisca","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0276","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0276",1,"individual count",394,414,-60.8333,-55.65,"POINT(-55.6500015258789 -60.8333320617676)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0277","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0277",1,"individual count",182,213,-61,-55.2,"POINT(-55.2000007629395 -61)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0278","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0278",1,"individual count",232,239,-60.6333,-46.9667,"POINT(-46.966667175293 -60.6333351135254)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0279","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0279",1,"individual count",699,712,-74.6,-29.7167,"POINT(-29.716667175293 -74.5999984741211)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0280","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0280",1,"individual count",483,484,-74.6667,-29.7,"POINT(-29.7000007629395 -74.6666641235352)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0281","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0281",1,"individual count",1153,1223,-74.4667,-29.7,"POINT(-29.7000007629395 -74.466667175293)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0282","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0282",1,"individual count",1996,2012,-74.1667,-29.7,"POINT(-29.7000007629395 -74.1666641235352)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0283","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0283",1,"individual count",509,518,-74.6667,-29.6667,"POINT(-29.6666660308838 -74.6666641235352)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0284","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0284",1,"individual count",799,810,-74.5833,-29.6667,"POINT(-29.6666660308838 -74.5833358764648)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0285","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0285",1,"individual count",701,708,-74.6333,-29.6333,"POINT(-29.6333332061768 -74.6333312988281)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0286","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0286",1,"individual count",794,805,-74.6167,-29.6,"POINT(-29.6000003814697 -74.6166687011719)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0287","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0287",1,"individual count",593,602,-74.6667,-29.5333,"POINT(-29.533332824707 -74.6666641235352)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0288","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0288",1,"individual count",451,453,-75.05,-28.0167,"POINT(-28.0166664123535 -75.0500030517578)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0289","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0289",1,"individual count",457,462,-75.1167,-28,"POINT(-28 -75.1166687011719)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0290","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0290",1,"individual count",404,407,-75.15,-27.5833,"POINT(-27.5833339691162 -75.1500015258789)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0291","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0291",1,"individual count",399,404,-75.15,-27.55,"POINT(-27.5499992370605 -75.1500015258789)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0292","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0292",1,"individual count",270,280,-75.2333,-26.9833,"POINT(-26.9833335876465 -75.2333297729492)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0293","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0293",1,"individual count",275,279,-75.25,-26.65,"POINT(-26.6499996185303 -75.25)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0294","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0294",1,"individual count",498,NA,-75.2667,-26.2833,"POINT(-26.283332824707 -75.2666702270508)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0295","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0295",1,"individual count",500,509,-75.25,-26.2833,"POINT(-26.283332824707 -75.25)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0296","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0296",1,"individual count",500,506,-75.25,-26.2167,"POINT(-26.216667175293 -75.25)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0297","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0297",1,"individual count",601,614,-75.3,-26.0667,"POINT(-26.0666675567627 -75.3000030517578)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0298","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0298",1,"individual count",569,574,-75.2667,-25.9833,"POINT(-25.9833335876465 -75.2666702270508)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0299","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0299",1,"individual count",593,624,-75.3,-25.9667,"POINT(-25.966667175293 -75.3000030517578)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0300","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0300",1,"individual count",406,409,-73.45,-21.5667,"POINT(-21.5666675567627 -73.4499969482422)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0301","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0301",1,"individual count",193,197,-73.5833,-21.0667,"POINT(-21.0666675567627 -73.5833358764648)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0302","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0302",1,"individual count",352,399,-73.2833,-21,"POINT(-21 -73.283332824707)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0303","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0303",1,"individual count",294,305,-73.3667,-20.75,"POINT(-20.75 -73.3666687011719)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0304","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0304",1,"individual count",2025,2037,-71.15,-13.8,"POINT(-13.8000001907349 -71.1500015258789)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0305","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0305",1,"individual count",672,677,-71.2,-13.4667,"POINT(-13.4666662216187 -71.1999969482422)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0306","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0306",1,"individual count",402,412,-71.2,-13.2333,"POINT(-13.2333335876465 -71.1999969482422)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0307","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0307",1,"individual count",185,187,-71.2667,-13.0667,"POINT(-13.0666666030884 -71.2666702270508)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0308","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0308",1,"individual count",303,330,-71.6667,-12.5833,"POINT(-12.5833330154419 -71.6666641235352)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0309","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0309",1,"individual count",522,531,-71.1,-12.5667,"POINT(-12.5666666030884 -71.0999984741211)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0310","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0310",1,"individual count",499,515,-71.1,-12.5667,"POINT(-12.5666666030884 -71.0999984741211)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0311","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0311",1,"individual count",575,609,-71.5333,-12.4667,"POINT(-12.4666662216187 -71.533332824707)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0312","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0312",1,"individual count",402,450,-71.6667,-12.35,"POINT(-12.3500003814697 -71.6666641235352)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0313","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0313",1,"individual count",389,423,-71.65,-12.35,"POINT(-12.3500003814697 -71.6500015258789)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0314","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0314",1,"individual count",196,212,-71.65,-12.1667,"POINT(-12.1666669845581 -71.6500015258789)","urn:lsid:marinespecies.org:taxname:237235","Ampelisca antarctica","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","antarctica","Ren in Ren & Huang","Ampelisca antarctica","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0315","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Petersen grab (PAMRE)}","2438_MISTA_Antarctic_Phipoda:0315",1,"individual count",180,NA,-53.935,-36.71,"POINT(-36.7099990844727 -53.935001373291)","urn:lsid:marinespecies.org:taxname:237195","Ampelisca anversensis","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","anversensis","Karaman","Ampelisca anversensis","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0316","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Petersen grab (PAMRE)}","2438_MISTA_Antarctic_Phipoda:0316",1,"individual count",260,NA,-53.9483,-35.97,"POINT(-35.9700012207031 -53.9483337402344)","urn:lsid:marinespecies.org:taxname:237195","Ampelisca anversensis","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","anversensis","Karaman","Ampelisca anversensis","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0317","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0317",1,"individual count",227,232,-71.6833,-12.75,"LINESTRING(-12.7333335876465 -71.6833343505859, -12.7666664123535 -71.6833343505859)","urn:lsid:marinespecies.org:taxname:237195","Ampelisca anversensis","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","anversensis","Karaman","Ampelisca anversensis","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0319","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0319",1,"individual count",483,484,-74.6667,-29.7,"POINT(-29.7000007629395 -74.6666641235352)","urn:lsid:marinespecies.org:taxname:237375","Ampelisca barnardi","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","barnardi","Nicholls","Ampelisca barnardi","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0320","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0320",1,"individual count",522,531,-71.1,-12.5667,"POINT(-12.5666666030884 -71.0999984741211)","urn:lsid:marinespecies.org:taxname:237375","Ampelisca barnardi","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","barnardi","Nicholls","Ampelisca barnardi","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0321","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0321",1,"individual count",170,174,-71.3,-12.275,"LINESTRING(-12.2833337783813 -71.3000030517578, -12.2666664123535 -71.3000030517578)","urn:lsid:marinespecies.org:taxname:237375","Ampelisca barnardi","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","barnardi","Nicholls","Ampelisca barnardi","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0322","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Petersen grab (PAMRE)}","2438_MISTA_Antarctic_Phipoda:0322",1,"individual count",20,NA,-64.7667,-64.0833,"POINT(-64.0833358764648 -64.7666702270508)","urn:lsid:marinespecies.org:taxname:237349","Ampelisca bouvieri","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","bouvieri","Chevreux","Ampelisca bouvieri","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0323","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0323",1,"individual count",394,414,-60.8333,-55.65,"POINT(-55.6500015258789 -60.8333320617676)","urn:lsid:marinespecies.org:taxname:237349","Ampelisca bouvieri","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","bouvieri","Chevreux","Ampelisca bouvieri","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0324","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0324",1,"individual count",182,213,-61,-55.2,"POINT(-55.2000007629395 -61)","urn:lsid:marinespecies.org:taxname:237349","Ampelisca bouvieri","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","bouvieri","Chevreux","Ampelisca bouvieri","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0325","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0325",1,"individual count",232,239,-60.6333,-46.9667,"POINT(-46.966667175293 -60.6333351135254)","urn:lsid:marinespecies.org:taxname:237349","Ampelisca bouvieri","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","bouvieri","Chevreux","Ampelisca bouvieri","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0326","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Petersen grab (PAMRE)}","2438_MISTA_Antarctic_Phipoda:0326",1,"individual count",117,NA,-54.655,-35.0067,"POINT(-35.0066680908203 -54.6549987792969)","urn:lsid:marinespecies.org:taxname:237349","Ampelisca bouvieri","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","bouvieri","Chevreux","Ampelisca bouvieri","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0327","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0327",1,"individual count",794,805,-74.6167,-29.6,"POINT(-29.6000003814697 -74.6166687011719)","urn:lsid:marinespecies.org:taxname:237349","Ampelisca bouvieri","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","bouvieri","Chevreux","Ampelisca bouvieri","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0328","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0328",1,"individual count",270,280,-75.2333,-26.9833,"POINT(-26.9833335876465 -75.2333297729492)","urn:lsid:marinespecies.org:taxname:237349","Ampelisca bouvieri","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","bouvieri","Chevreux","Ampelisca bouvieri","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0329","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0329",1,"individual count",406,409,-73.45,-21.5667,"POINT(-21.5666675567627 -73.4499969482422)","urn:lsid:marinespecies.org:taxname:237349","Ampelisca bouvieri","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","bouvieri","Chevreux","Ampelisca bouvieri","scuba diving"
"2438_MISTA_Antarctic_Phipoda:0330","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:0330",1,"individual count",193,197,-73.5833,-21.0667,"POINT(-21.0666675567627 -73.5833358764648)","urn:lsid:marinespecies.org:taxname:237349","Ampelisca bouvieri","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","bouvieri","Chevreux","Ampelisca bouvieri","scuba diving"
